SYMBOL,NAME,EXCHANGE
DBXJ.SG,DBXT MSCI JAP 1C,STU
UKMV.L,OSSIAM LUX OSSIAM FTSE 100 MIN ,LSE
LYY7.SG,MUL LY DAX,STU
C075.SW,COMS S600 RET IC,EBS
IYM,ISHARES US BASIC MATERIALS,PCX
IGHY.L,ISHARES PLC ISHARES GLOBAL HY C,LSE
IUS3.MU,ISHS S&P; SC600 G-CT,MUN
FHE.TO,FT ALPHADEX US ENERGY SECTOR ETF,TOR
JKG,ISHARES MORNINGSTAR MID-CAP,PCX
EUN4.F,ISHS EUR AGG B G-CT,FRA
XMEU.ST,DBXT MSCI EU 1C,STO
SGQE.PA,MUL LY SG EQIN,PAR
TECS,DIREXION DAILY TECHNOLOGY BEAR 3X ETF,PCX
2363075.MU,RBS VRN REG-S,MUN
LYPK.HM,LYX UCITS W GOVT BD,HAM
82BV.L,BARCLAYS/BARCLAYS19,LSE
LEUR.L,ETFS FOREIGN EXCHANGE LIMITED E,LSE
MA08.VI,RBS M A DGL A C,VIE
X4MC.DU,DBXT MSCI CHILE 1C,DUS
EL4M.MU,DK IB LSD 3-5,MUN
CLU-B.TO,ISHARES US FUNDAMENTAL INDEX ET,TOR
3280326.DU,ISH L EMU MC C,DUS
EUNY.DU,ISHS EM MKS DI G-CT,DUS
190620.KS,KINDEX MONEY MARKET,KSC
XBAE.DE,DBX GLOBAL AGG EURH,GER
CBUSE.MI,UBS ETF BUSLC AHC,MIL
FHD.TO,FT ALPHADEX US CONS. DISCRE. SECTOR ETF,TOR
RWE-B.TO,FIRST ASSET MSCI EUROPE LR WGTD,TOR
RTM,GUGGENHEIM S&P; 500 EQ WT MATERIALS ETF,PCX
SSUG.L,ETFS COMMODITY SECURITIES LIMIT,LSE
IYM.MX,ISH US BAS MAT,MEX
XGFU.L,,
O115.L,ISHARES PLC ISHARES MSCI TURKEY,LSE
ETLW.BE,GO DAXGLB COAL G-CT,BER
AIGL.L,ETFS COMMODITY SECURITIES LIMIT,LSE
2825.HK,W.I.S.E. - CSI HK 100 TRACKER ETF,HKG
XAXA.SG,DBXT2 ISEAAA13 1CC,STU
EL4I.DE,DK MSCI US LC,GER
IQQF.F,ISHS MSCI AC FA G-C,FRA
156080.KS,KODEX MSCI KOREA,KSC
VO,VANGUARD MID-CAP ETF,PCX
DXSP.DE,DBXT ES50 SH 1C,GER
IPW,SPDR S&P; INTERNATIONAL ENERGY SECT ETF,PCX
GBNZ.L,ETFS FOREIGN EXCHANGE LIMITED E,LSE
FING.L,MULTI UNITS LUXEMBOURG LYXOR ET,LSE
STHY.L,PIMCO ST HI-YLD CORP BD SOURCE ETF,LSE
ZEA.TO,BMO MSCI EAFE ETF,TOR
XJSE.SG,DBX JP SOV ETF 1C,STU
EXV2.BE,ISHSEU600TELEC,BER
SYBF.SG,SSGA BR US CORP USD,STU
SPYF.F,SPDR UK ALL SHS GBP,FRA
SBV,IPATH PURE BETA S&P; GSCI-WEIGHTED ETN,PCX
SGAR,IPATH PURE BETA SUGAR ETN,PCX
UIMA.F,UBS ETF MSCI EU AD,FRA
IUS7.DU,ISHS JPMG US MK G-C,DUS
O004.L,ISHARES PLC ISHARES $ TREASURY ,LSE
XGN5.SG,DBXT2 I G35U 1DD,STU
C100.DE,COMS C EONIA IC,GER
EFV.MX,ISHS MSCI EAFE VAL,MEX
ASHR.L,DB X-TRACKERS DBXT HARVEST CSI3,LSE
IJPE.AS,ISHS MSCI JP EUR-AC,AMS
47KZ.L,,
EXI4.DE,ISHS FTSE100 UC,GER
CP9.PA,AM P EX JAP ETF EUR,PAR
SPYJ.SG,SPDR GL RE EST USD,STU
22284042.IR,UBS ETF MJ100HG AD,ISE
TMK_8-72.TA,BSKT/TACH CMP S72,TLV
20974096.IR,VA FTSE JAP ETF USD,ISE
LYMI.F,L UC ETF D LEV BUND,FRA
SPYP.F,SSGA SPDR MA EUR-AC,FRA
70QK.L,DLFU/HSBC 17,LSE
18MZ.SG,A GR 5-7 UC ETF C,STU
UIMM.DU,UBS ETF M WD SR AD,DUS
ISQ2.BE,ISHS CR S&P; 500 ,BER
EFQ8.HM,DK LQ N-FNC DF,HAM
XBTR.MI,DBXT2 I GU 1DD,MIL
VOOS.F,MUL LY DS F IN,FRA
IS3N.F,ISH CR MSCI USD-AC,FRA
PGM,IPATH DJ-UBS PLATINUM SUBTR ETN,PCX
IBC3.MU,ISHS MSCI AU USD-AC,MUN
GNF1Y2.TI,SPX/GSI 19,TLO
C077.HM,COMS S600 TELE IC,HAM
XCT5.L,DB ETC INDEX PLC DB COMMODITY B,LSE
VEF0.BE,MKVC GLB ALT EN-SBI,BER
LYOIL.SW,L U ETF E600 O&GAS;,EBS
CJPS.AS,ISHS MSCI JP USD-AC,AMS
LYMF.F,L UC ETF SEL DIV 30,FRA
KSBN-135.TA,TLBCSC/KSM CRT S135,TLV
QESP,SPDR MSCI SPAIN QUALITY MIX ETF,PCX
EIA.PA,EETF DJ IN 15TE EC,PAR
SLVE.L,SOCIETE GENERALE EFFEKTEN GMBH,LSE
6AQQ.MU,AM NASD-100 ETF EUR,MUN
006206.TW,YUANTA/P-SHARES SSE50 ETF,TAI
PSES.L,POWERSHARES GLBAL FUNDS IRELAND,LSE
MLPP.L,SOURCE MARKETS PUBLIC LIMITED C,LSE
TCTLB-45.TA,TBSK/TACHLIT CP S45,TLV
LONG-OLJA-H.ST,LCO/SHB CT 19,STO
DTYL,IPATH US TREASURY 10-YEAR BULL ETN,PCX
MGK.MX,VANGUARD MG CP GR,MEX
CNAA.L,MULTI UNITS FRANCE LYXOR FORTUN,LSE
ROLA,IPATH LONG EXTENDED RUSSELL 1000TR ETN,PCX
SGLP.L,SOURCE PHYSICAL GOLD P-ETC,LSE
2553407.DU,ISH L MSCI EM C,DUS
19611275.SG,2.803 HAZINE 18,STU
HRS&P-58.TA,BSKT/HRL SAL S58,TLV
PDXS.LS,COMS SHORTDAX IC,LIS
PEF.PA,POWSHS FTSE EUR EUR,PAR
DBXB.F,DBX SOV EUR 7-10 1C,FRA
C062.F,COMS S600 BANK IC,FRA
LNGA.L,ETFS COMMODITY SECURITIES LIMIT,LSE
23929909.SG,BNP 17 SRMTN 510,STU
FLM,FIRST TRUST ISE GLB ENGNRG AND CONST ETF,PCX
VEFU.BE,MKT VEC BIOTECH ETF,BER
RWO,SPDR DOW JONES GLOBAL REAL ESTATE ETF,PCX
LYYE.SG,L UCITS RUSS C EUR,STU
HYI-A.TO,HORIZONS ACTIVE HIGH YIELD BOND,TOR
IBCH.SG,ISHS MSCI WD G-CT,STU
3022.HK,DCI HK POME,HKG
OXJO.AX,S&P;/ASX 200 OPIC,ASX
SPY,SPDR S&P; 500 ETF,PCX
XCAC.MI,DBXT CAC40 1D,MIL
DBX0.DU,DBXT P TOT RET 1C,DUS
XEL2.ST,DBXT ES50 LEV 1CC,STO
122208.L,JUFO/HSBC 14 ELN,LSE
X013.SW,COMS M N AMER IC,EBS
XDJP.SG,DBX NIKKEI 225 DR,STU
STW.PA,SSGA SPDR HE EUR-AC,PAR
IBDF,ISHARES IBONDS DEC 2016 CORPORATE,PCX
GMG1.BE,CLM GUG CHINA SMCP,BER
EU373.SW,SWISS/ELM VRN,EBS
EXHC.F,IS ERGG 2.5-5.5,FRA
JBPAEA.SW,JB PHYSPALLAD A EUR,EBS
EXX6.BE,ISHS ERGG 10.5+,BER
DOL.MX,WSDMTR INT LGCP-SBI,MEX
HRUD.L,HSBC MSCI RUSSIA CAPPED ETF,LSE
REMX.MX,MKT VKT RARE EARTH,MEX
SUKC.L,SPDR® BARCLAYS 0-5 YEAR STLG CORP BD ETF,LSE
CASAME.MI,SPDR AM S&P; 350 EUR,MIL
18163074.DU,UBS S&P; 500 USD-A-,DUS
UC53.L,UBS ETF (IE) SOLACTIVE GLBL PRE GLD MNRS,LSE
AMEM.DU,A EM MKT UC ETF EUR,DUS
108201.L,ISHS MSCI JP USD-AC,LSE
IQQ6.DE,ISHS DEV MK PRO G-C,GER
XESC.ST,DBXT ES50 1C,STO
DIA,SPDR DOW JONES INDUSTRIAL AVERAGE ETF,PCX
S5B.SW,AM GR 5-7 UC ETF C,EBS
H4ZE.DU,HSBC MSCI EURP G-CT,DUS
CNB.PA,L UC BD EX FI C EUR,PAR
IUS6.F,ISHS EUR COV B G-CT,FRA
EXV5.HM,ISHSEU600AP(DE),HAM
UBUB.F,UBS SO GL OI USD-A-,FRA
XWSS.L,DB X-TRACKERS DB X-TRACKERS MSC,LSE
2864220.SW,L UCITS 7-10Y IN GR,EBS
3595387.IR,POWSHS FTSE M-S EUR,ISE
UEF1.SG,UBS ETF MC100HE AC,STU
EXHD.DU,ISERGG 5.5-10.5,DUS
45IX.L,YASH/HSBC WT20,LSE
XWEH.MU,DBX MSCI WORLD 4C,MUN
153130.KS,KODEX KRW CASH,KSC
IUS8.SG,ISHS EM MK INFR G-C,STU
XMU.TO,ISHARES MSCI USA MIN VOLATILITY,TOR
EUNS.HM,ISHS EUR CRP B G-CT,HAM
XHFG.L,DB X-TRACKERS DBX DB HEDGE FUND,LSE
CMX1.L,ISHARES MSCI MEXICO CAPPED,LSE
USA.PA,L UCITS  USA D EUR,PAR
CHI-A.TO,ISHARES CHINA ALL CAP INDEX ETF,TOR
11KO.L,BDX/HSBC 15 ELN,LSE
P44A.BE,PWRSHS DB AGRICLTR,BER
DX2Y.DE,DBXT DB HFI ETF 1C,GER
C021.SW,COMS TOPIX IC,EBS
TNOW.MI,MUL LY W INF T CC,MIL
4478123.SW,JB PHYSGD A (CHF),EBS
SC0C.MU,SOU EU 600 EUR-A-AC,MUN
DP8A.F,6.5 DEPFA FDG II,FRA
EMOD.L,SSGA SPDR ETFS EUROPE I PLC SPD,LSE
EUEA.AS,ISHS EUR STOX50 EUR,AMS
FCOR,FIDELITY CORPORATE BOND ETF,PCX
SPO.PA,SPDR AM S&P; EUR,PAR
CD41.F,COMS CAC40 SGR IC,FRA
C540.SG,COMS IGCC OV IC,STU
QXM.TO,FIRST ASSET MSTAR NATLBK QUÉBEC ETF COMM,TOR
SPYN.DU,SPDR E ENERG UC ETF,DUS
M9SF.SG,RBS M A DGL A C,STU
2503175.SW,RBS MAR ICI C,EBS
D5BM.F,DBX S&P500; 1C,FRA
XHEG.L,DB X-TRACKERS DBX DB EQ STRATEG,LSE
2591226.DU,A EMU HI DIV UC ETF,DUS
SGRA.L,ETFS COMMODITY SECURITIES LIMIT,LSE
BRZ.PA,AM MSCI BRAZ UC ETF,PAR
O097.L,ISHARES PLC ISHARES IBOXX EUR L,LSE
MEU.MI,L UC ETF EURO D EUR,MIL
DBXP.F,DBX SOV 1-3 1C,FRA
SXRU.SG,ISHS DJ IND USD-ACC,STU
IQQC.DU,ISHS CHIN LA CA G-C,DUS
IS3H.F,ISHS EMU MID EUR-AC,FRA
EM35.MI,L UCITS 3-5Y INV GR,MIL
SSGA.HM,SPDR S&P; DIVID ETF,HAM
540K.BE,AM UK UCITS ETF,BER
LCOE.L,"UBS AG, LONDON BRANCH",LSE
TLT,ISHARES 20+ YEAR TREASURY BOND,PCX
FDY.TO,FT ALPHADEX CAN DIV PLUS ETF COMM,TOR
2812587.DU,L UC ETF MAL C EUR,DUS
DBPL.DE,DBXT ES50 DS 1C,GER
4504248.DU,A ST 50 UCITS ETF C,DUS
SWH,"STANLEY BLACK & DECKER, INC.",ASE
540T.F,AM GR 5-7 UC ETF C,FRA
SBRT.MI,SBRT/ETFS,MIL
LYXIB.MC,L UC ETF IB 35 D EU,MCE
M9SF.HM,RBS M A DGL A C,HAM
DXSZ.HM,DBX FED FUNDS MM 1C,HAM
XLI2.L,DB X-TRACKERS II DBX CDX NA IG ,LSE
C061.F,COMS S600 AP IC,FRA
PSGRM-6.TA,DJDE/PSAGOT BAS S6,TLV
13518696.DU,10.25 BAN16 5-S MTN,DUS
CSUKS.SW,ISHS MSCI SM GBP-AC,EBS
PST,PROSHARES ULTRASHORT 7-10 YEAR TREASURY,PCX
LSTK,IPATH PURE BETA LIVESTOCK ETN,PCX
DX2K.F,DBXT FTSE100 SH 1C,FRA
C063.HM,COMS S600 BR IC,HAM
10771200.PA,AMUNDI ETF EU X SW,PAR
HWWD.L,HSBC WORLDWIDE EQUITY ETF USD,LSE
EXHJ.DU,IS EGBC5.5-10.5,DUS
CMW-A.TO,ISHARES SP TSX GLOBAL MINING ID,TOR
XDTK.F,DBX MSCI TU USD-1D-,FRA
EXV3.DU,ISHSEU600TECHN,DUS
IQQ4.DU,ISHS ASIA PR YI G-C,DUS
LYYC.BE,L U ETF A PAC C EUR,BER
X026.SW,COMS M EU SM IC,EBS
CUKS.AS,ISHS MSCI SM GBP-AC,AMS
IST,SPDR S&P; INTERNATIONAL TELECOMSSECT ETF,PCX
IBCY.MU,ISHS S&P500; USD,MUN
P63990.MI,BPASWT505.5E16,MIL
XSB5.MI,DBX I ESF 1C,MIL
EXXV.F,ISHS DJEUSTNSCR,FRA
FINW.L,MULTI UNITS LUXEMBOURG LYXOR ET,LSE
DBB,POWERSHARES DB BASE METALS ETF,PCX
EUNS.DU,ISHS EUR CRP B G-CT,DUS
SNLN,HIGHLAND/IBOXX SENIOR LOAN ETF,PCX
XMKO.ST,DBXT MSCI KOREA 1C,STO
76QC.L,RBS/INDEX 14,LSE
CRN.PA,L U ETF EX-EN C EUR,PAR
X015.SG,COMS M PAC XJAP IC,STU
X010.DU,COMS M WLD IC,DUS
K-MSCI24.TA,MXBR/KSM SAL S24,TLV
SC0R.F,SO SX 600 TR EUR-AC,FRA
PS5E.LS,COMS ES50 IC,LIS
PSLV,SPROTT PHYSICAL SILVER TRUST ET,PCX
IBCQ.F,ISHS GL CO EUR G-CT,FRA
TCDX-20.TA,DAX/TACHLIT CMP S20,TLV
MAGB.AS,RBS M A NYS AGB C,AMS
EXV8.MU,ISHSTEUCM(DE),MUN
QFN.AX,BETASHARES S&P;/ASX200 FINCLS SECT ETF,ASX
IWC,ISHARES MICRO-CAP,PCX
IQQP.MU,ISHS EUR PROYE G-CT,MUN
60DH.L,JOPH/HSBC BK 17 ,LSE
XUS.TO,ISHARES CORE S&P; 500,TOR
S6EW.PA,OL SE600 EW UE1CC,PAR
12881542.BE,GOLD/ISHARES PHY ,BER
122325.L,NIBR/HSBC 14 ELN,LSE
HRSPX-50.TA,SPX/HAREL SAL S50,TLV
IS3C.DU,ISH J.P.MO USD G-CT,DUS
UBUM.SG,UBS DJ GL DI USD-A-,STU
XMHB.SG,ISH L MSCI EM C,STU
FAGR.L,ETFS COMMODITY SECURITIES LIMIT,LSE
3630370.BE,UBS CAP SECS,BER
44CQ.L,PUSHI/HSBC WT19,LSE
IBCI.L,ISHARES PLC ISHARES EURO INF LI,LSE
SXRN.DE,ISH EUR GOV 1-3-ACC,GER
ETL5.SG,GO DJ GLB SEL G-CT,STU
TMSCI-41.TA,MXWO/TACHLIT CP S41,TLV
DBB.MX,PWRSHS DB BASE METL,MEX
LDIV.L,LYXOR ETF EUROSTOXX50 DIVIDENDS A/I,LSE
68AV.L,BSKT/BARCLAYS BK 19,LSE
SPY5.F,SPDR S&P; 500 USD,FRA
XD3E.L,DB X-TRACKERS DBX EURO STOXX SE,LSE
EXHA.DE,ISHS EB.R GG,GER
UIMM.SG,UBS ETF M WD SR AD,STU
COSW.BR,MUL LY W CO STA CC,BRU
18M7.MU,AM EU HI DIV UC ETF,MUN
KCSVE5LSHB.ST,OMXS30/SHB 15 CT,STO
CSJP.SW,ISHS MSCI JP USD-AC,EBS
UT1USA.SW,UBS ETF BCU13YT AD,EBS
IUSA.SW,ISHS S&P500; USD,EBS
USDSEK-S.ST,CURRENCY/SEB CT 20,STO
XDDX.SW,DBXT DAX U IN 1DD,EBS
XCHB.DE,DBXT CSI300 BAN 1C,GER
PBND-163.TA,TELBDY/PSAGOT S163,TLV
60916.L,ATLANTIC FIN 14 VRN,LSE
JB6M.DE,J BAER S EQ EM SC,GER
M9SZ.F,RBS M A EFEXSA C,FRA
XSH.TO,ISHARES CORE CANADIAN ST CORP + MAPLE BD,TOR
93NO.L,BASKET/RBS 15,LSE
M9SJ.HM,RBS M A D RUSS C,HAM
C001.MU,COMS DAX IC,MUN
11720378.DU,DBX ISE YP 1C,DUS
18313597.SW,ZKB SILVERETF AACHF,EBS
19SO.L,BASKET/BARCLAYS 18,LSE
XACT-BASINDUSTRI.,,
X018.DU,COMS M RUS30 C IC,DUS
77OU.L,ZEBRA/INVESTEC 15,LSE
KSMCM-31.TA,BASKT/KSM SAL S 31,TLV
EXI2.BE,ISHS DWJNGLTT50,BER
145850.KS,TREX FUNDAMENTAL 200,KSC
C004.F,COMS SHORTDAX IC,FRA
18067701.DU,ARCEL 17 SRN,DUS
EU340.SW,UBS CAP SECS,EBS
JBPACX.SW,JB PHYSPALLADAX CHF,EBS
SXRQ.F,ISHS EUR GOV EUR-AC,FRA
EL4A.MU,DK DAX UCTS ETF T,MUN
X12133.TI,5 BSKT/SG ISSUER 21,TLO
RSPE.MI,RBS M A SP500 H C,MIL
X016.F,COMS M EAST EU IC,FRA
YANG,DIREXION DAILY FTSE CHINA BEAR 3X ETF,PCX
50OL.L,SAVOLA/HSBC 15 ELN,LSE
FINZ,PROSHARES ULTRAPRO SHORT FINANCIALS,PCX
CEBJ.F,ISHS MSCI USD-B-ACC,FRA
VSTX.L,ETFS BOFAML IVSTOXX GO ETF,LSE
XCBC.SW,DBXT DBCB BLU 4CC,EBS
LYMK.MU,L UC ETF FTS MIB 3D,MUN
ZPRE.SG,SPD MSCI EMU EUR-AC,STU
XMHA.F,ISH L EMU LC C,FRA
10737596.DU,ISHS FTSE EUR-ACC,DUS
CSUK.SW,ISHS MSCI UK GBP-AC,EBS
WLDU.L,LYXOR ETF MSCI WORLD MTHLY HDG D-USD A/I,LSE
62PV.L,AAIT/HSBC 16,LSE
152280.KS,KOSEF 200 FUTURES,KSC
92TR.L,HUANENG/HSBC WT19,LSE
IQQS.BE,ISHS EUR ST SM G-CT,BER
117186.L,NWRS/HSBC 14 ELN,LSE
OEF,ISHARES S&P; 100,PCX
LYYL.DU,L UC ETF E600 TR&L;,DUS
LYSX.SG,L UC ETF S 50 D EUR,STU
JXI,ISHARES GLOBAL UTILITIES,PCX
X010.F,COMS M WLD IC,FRA
GLL,PROSHARES ULTRASHORT GOLD,PCX
139260.KS,TIGER IT,KSC
C074.F,COMS S600 RE IC,FRA
EUMV.L,OSSIAM LUX OSSIAM ISTOXX EURP M,LSE
19TA.L,SPIMACO/HSBC 16 ELN,LSE
DXS5.SG,DBXT MSCI AC AJ 1C,STU
4976712.DU,GO DAXGLB COAL G-CT,DUS
AIGI.L,ETFS COMMODITY SECURITIES LIMIT,LSE
XATX.L,,
TCT25-40.TA,TA25/TACHLIT GL S40,TLV
DOL,WISDOMTREE INTERNATIONAL LARGECP DIV ETF,PCX
PSRTY-66.TA,RTY/PSAGOT S66,TLV
XS3R.MI,DBXT SE600 F&B; 1C,MIL
X026.SG,COMS M EU SM IC,STU
10771517.DU,AM GRAD 10-15 ETF C,DUS
CSJPL.MI,ISHS MSCI JP USD-AC,MIL
1974776.SG,DZ BK CAP FUND FRN,STU
RSXJ,MARKET VECTORS RUSSIA SMALL-CAP ETF,PCX
3614439.DU,DBXT STO E 600 1C,DUS
22684048.IR,FINEX MSCI AUS USD,ISE
EUN8.F,ISHS EUR GOV B G-CT,FRA
SPYM.SG,SPDR MSCI EM USD-AC,STU
89YR.L,EQRECLTD/HSBC 17,LSE
LYMV.DE,L UC ETF S AF C EUR,GER
22414210.SG,2 SWISSCOM/LUNAR 20,STU
IBCA.MU,ISHS EU GOV BD G-CT,MUN
IUS5.BE,ISHS GLB INF L G-CT,BER
PPS.TO,POWERSHARES CANADIAN PREFERRED SHARE ETF,TOR
XMKU.SG,DBXT MSCI EMUTI 1C,STU
EXI5.DE,ISHSEU600REST,GER
139310.KS,TIGER METAL,KSC
XD3.PA,DBXT ESS D30 1D,PAR
LSICHA.SW,UBSSXILSC CHF ADIS ,EBS
DJUB.L,IPATH DJ-UBS COMMODITY IDX TR (DE) ETN,LSE
IBCD.BE,ISHS USD CO BD G-CT,BER
M9SH.DE,RBS M A D BRIC C,GER
12DP.L,M&M;/HSBC 16 VRN,LSE
HRBND-22.TA,NLGB/HAREL SAL S22,TLV
X13E.MI,DBX SOV 1-3 1C,MIL
XESX.MI,DBXT ES50 1D,MIL
SXRP.DU,ISHS EUR GOV EUR-AC,DUS
CUK.L,AMUNDI ETF MSCI UK A/I,LSE
OILEUA.SW,CMCIOILSFEUADIS,EBS
MBTSH-45.TA,BOND2-5/PSG IND S44,TLV
2E7C.DE,AM METALS UCITS ETF,GER
XEMD.SW,DBXT MSCI EMSD 1C,EBS
EUREUA.SW,UBS ETF MSCI EU AD,EBS
DFE.MX,WSDMTR EUR SMCP-SBI,MEX
ZPRL.F,SSGA EUR LOW EUR-AC,FRA
LYY4.MU,L UCITS JAP D EUR,MUN
DBX3.DE,DBXT MSCI EM LA 1C,GER
CNX1.L,ISHARES VII PLC ISHARES NASDAQ ,LSE
SDY.MX,SPDR S&P; DIVID ETF,MEX
PIO.PA,POWSHS GLOB WAT EUR,PAR
HLTW.PA,MUL LY W HEAL C CC,PAR
MLPO,CREDIT SUISSE S&P; MLP INDEX ETN,PCX
SPYG.SG,SPDR S&P; UK DIV GBP,STU
IUES.AS,ISHS S&P500; EUR-ACC,AMS
KSM-4DAX.TA,DAX/KSM SAL S4,TLV
XCS4.DE,DBXT MSCI THAI 1C,GER
H4ZQ.MU,HSBC MSCISOUTH G-CT,MUN
2098142.DE,SPDR SM CAP UC ETF,GER
SXR2.DU,ISH MSCI CAN USD-AC,DUS
10501281.MU,9.5 DB CF TR XI-S,MUN
10473989.SG,GSI 17 FRN,EWX
IQQQ.MU,ISHS GLB WATER G-CT,MUN
IQQ9.HM,ISHS BRIC 50 G-CT,HAM
XWSE.L,DB X-TRACKERS DBX MSCI WORLD EN,LSE
SYBL.SG,SSGA BAR 15+YR GBP,STU
RYE,GUGGENHEIM S&P; 500 EQUAL WT ENERGY ETF,PCX
ETLZ.MU,GO RUSS 2000 U G-CT,MUN
137990.KS,TIGER GREEN,KSC
SHIP.L,GO UCITS ETF SOLUTIONS PLC ETFS,LSE
XCS6.SG,DBXT MSCI CHINA 1C,STU
HRBND-56.TA,BSKT/HRL SAL S56,TLV
SFK,PROSHARES ULTRASHORT RUSSELL1000 GROWTH,PCX
EUNJ.BE,ISHS MSCI PAC G-CT,BER
DBXQ.SG,DBX SOV EUR 3-5 1C,STU
10907108.F,UBSJ 16 FRN,FRA
EFNL,ISHARES MSCI FINLAND CAPPED,PCX
FAZ,DIREXION DAILY FINANCIAL BEAR 3X ETF,PCX
UPW,PROSHARES ULTRA UTILITIES,PCX
8H81.SG,COMS FTSE100 IC,STU
AGCP.L,ETFS COMMODITY SECURITIES LIMIT,LSE
S10.PA,AM GRAD 10-15 ETF C,PAR
HMAF.L,HSBC MSCI AC FAR EAST EX JAPAN ETF,LSE
6PSB.MU,POWSHS FTSE DEV EUR,MUN
IUTSF.PK,ISHARES S&P;/TSX 60 I,PNK
XDDX.DU,DBXT DAX U IN 1DD,DUS
PXH,POWERSHARES FTSE RAFI EMERGING MKTS ETF,PCX
C542.F,COMS IGCC 5-7 IC,FRA
4494872.DU,L UC ETF ASIA C EUR,DUS
NKY,MAXIS NIKKEI 225 ETF,PCX
P63974.MI,BPAG14.25E16,MIL
4525477.PA,AMUNDI ETF MS GER,PAR
11068618.MU,7.5 USD/RUB/IBRD 17,MUN
AOA,ISHARES AGGRESSIVE ALLOCATION,PCX
XLUP.L,SOURCE UTILITIES S&P; US SELECT SECT ETF,LSE
CCVX,UBS E-TRACS DLY SH 3MO S&P500; VIX FU ETN,PCX
DESD.L,WISDOMTREE US SMALLCAP DIVIDEND ETF,LSE
SMMCHI.SW,UBSETFSMIM CHF IDIS,EBS
VDEM.L,VANGUARD FTSE EMERGING MARKETS ETF,LSE
XIV,VELOCITYSHARES DAILY INVERSE VIX ST ETN,PCX
AUTP.MI,L UC ETF AUT PARTS,MIL
540D.DE,AM EUR UTIL UCI ETF,GER
DIRT,IPATH PURE BETA AGRICULTURE ETN,PCX
ENRG.L,UBS AG UBS ETC(UBS BBG CMCI ENE,LSE
FXSG,CURRENCYSHARES SINGAPORE DOLLAR ETF,PCX
60XS.L,SBOI/HSBC WT19,LSE
AIGC.L,ETFS COMMODITY SECURITIES LIMIT,LSE
FXY.MX,CURRCYSHS JAP YEN,MEX
CSP1.L,ISHARES VII PLC ISHARES CORE S&,LSE
L8I1.HM,L UCIT CH ENT C EUR,HAM
VHYL.L,VANGUARD FUNDS PLC VANGUARD FTS,LSE
MSED.L,LYXOR INDEX FUND LYXOR EURO STO,LSE
EUDI.L,SPDR® S&P; EURO DIVIDEND ARISTOCRATS ETF,LSE
P3WB.BE,PWRSHS DYN LEIS&ENT;,BER
12170548.SW,L UC ETF H YI 30 ,EBS
FINSW.MI,MUL LY W FINANC CC,MIL
AEXT.AS,SSGA SPDR AEX EUR,AMS
CLO.TO,ISHARES OIL SANDS COMM,TOR
X019.DU,COMS M TAIW IC,DUS
I7X2.BE,ISHS S&P;/TSX60 TU,BER
TIPZ,PIMCO BROAD U.S. TIPS ETF,PCX
DX1B.SG,CAN EQ L EM MKT DD,STU
77TQ.L,BASKET/RBS 15,LSE
MATL.L,LYXOR ETF S&P; 500 CAPPED MATER SCT C-USD,LSE
ZPR3.SG,SSGA RUSSE 3000 USD,STU
SHORT-EUR-F-S.ST,CURRENCY/SEB 20,STO
REW,PROSHARES ULTRASHORT TECHNOLOGY,PCX
LYY7.DU,MUL LY DAX,DUS
BSCG,GUGGENHEIM BULLETSHRS2016 CORP BD ETF,PCX
EXSI.HM,ISHS EU STX UET,HAM
0EYF.F,ORIGIN ENERGY 71VRN,FRA
EUNR.SG,ISHS EUR CRP B G-CT,STU
XGED.L,,
CAFE,IPATH PURE BETA COFFEE ETN,PCX
LWMV.L,OSSIAM LUX OSSIAM WORLD MIN VAR,LSE
DBX5.DE,DBXT MSCI TAIW 1C,GER
DBZD.SG,DBX I ESF 1C,STU
CSBGU0.MI,ISHS USD TRE USD-AC,MIL
BRENT-DNM.OL,BRENT/DNB CT 43,OSL
CPXJ.AS,ISHS CR PAC USD-AC,AMS
SHYG.L,ISHARES PLC ISHARES EURO HIGH Y,LSE
VEF5.BE,MKET VECT GLD MIN,BER
RWU-D.TO,FIRST ASSET MSCI USA LR WGTD UN,TOR
P89706.MI,BPAENI17.54E17,MIL
ISQ8.BE,ISH SP NA TECH,BER
QDF,FLEXSHARES QUALITY DIVIDEND ETF,PCX
DXS8.DU,DBXT SE600 BKSH 1C,DUS
UIMR.SG,UBS ETF M EMESR AD,STU
M9SE.DU,RBS M A DJ T20,DUS
ZEO.TO,BMO S&P;/TSX EQUAL WEIGHT OIL&GAS; ETF,TOR
50E.PA,HSBC STOXX 50 EUR,PAR
IWDA.AS,ISHS CR WD USD-AC,AMS
DBPV.DE,DBXT MSCI W UTI 1C,GER
S2GBAH.SW,UBS ETF MS2035G AD,EBS
IQQV.SG,ISHS EUR MA LA G-CT,STU
CWF.PA,AM WLD FIN ETF EUR,PAR
XUTS.L,DB X-TRACKERS II DBX US TREASUR,LSE
10533073.DU,ISHSTGLSELD100,DUS
X013.BE,COMS M N AMER IC,BER
TRVL.MI,L UC ETF E600 TR&L;,MIL
EL4J.SG,DK MSCI JP LC,STU
SACC.MI,,
UIMT.SG,UBS ETF M PA SR AD,STU
XESX.SW,DBXT ES50 1D,EBS
18MP.DE,AM WLD EX EM UC ETF,GER
FLTR,MARKET VECTORS INVESTMENT GRD FL RT ETF,PCX
ARKK,ARK INNOVATION ETF,PCX
